Index;Rocnik;Proza/Basen;Obsah
306;4;P;Na našu náladu významne vplýva, či na oblohe vidíme slnko. Niekedy nám ho však zakryjú oblaky. Určite ste si všimli, že oblaky môžu mať rozličné tvary a aj farbu. Niektoré sú šedé a pokrývajú celú oblohu (to je vrstevnatá oblačnosť), iné sú pekné biele ako šľahačka s dierami medzi sebou, cez ktoré vidno modrú oblohu a slnko (to je kopovitá oblačnosť). Oblaky sa v atmosfére vyvíjajú vtedy, keď' sa v nej nachádza vodná para. Tá stúpa na- hor zo všetkého, čo sa nachádza na zemskom povrchu (tráva, pôda, cesta) a v určitej výške zmení na drobné kvapky vody. Odborne hovoríme, že para skondenzuje, teda zmení sa na vodu. Vtedy ju môžeme vidieť aj my v podobe oblaku. Ale existuje aj oblak, ktorý nikam nemusí stúpať a vidíme ho hneď. To je hmla - nebezpečný jav súvisiaci s počasím, pri ktorom si treba dávať pozor najmä na cestách. Najnebezpečnejší oblak, ktorý je veľmi vysoký, je búrkový oblak - cumulonimbus (čítaj kumulonimbus). Ten v našich zemepisných šírkach môže narásť až do výšky 9-12 km. Názvy oblakov sa uvádzajú po latinsky, pretože ich pomenovávali dobe, keď bola latinčina jazykom vzdelaných ľudí. Tak sa môžeme okrem cumulonimbu stretnúť aj s oblakom, ktorý sa nazýva napríklad nimbus, cirrus, altostratus. Tieto mená meteorológom povedia, ako vysoko nad zemou sa nachádza základňa oblakov. Ak chceme vyjadriť množstvo oblakov na oblohe, používame na to tzv. osminy oblohy.
307;4;B;Utekajte, zle je! Ako sa len leje! Jéj, ako sa leje! Zmoknem. Zmok bude zo mňa zakrátko, zmoknuté, škaredé kuriatko. Keď bude dlhá niť krátka, prídem k vám v podobe škriatka Neuhádnete, kto som. Odídem s dlhým nosom. Budem gazdom nosiť zrno do sýpky vyliečim ta, Keď dostaneš osýpky. Budeš ma pokladať za hrášok. Prinesie ti poklad.
308;4;P;"V sobotu ráno vytrhol raráška Kleofáša zo spánku zvláštny hluk. Ozýval sa z celého lesa. Kleofáš vyliezol zo svojho machového brlôžka a zastrihal špicatými ušami. Čo je to? Žeby zajace opäť súťažili o to, kto rýchlejšie dobehne do cieľa na opačnej strane čistinky? Alebo diviaky hľadajú žalude a vyryli dieru až do stredu zeme? Prípadne sa jelene pobili, pretože sa hádajú, kto má krajšie parohy? Kleofáš pozorne počúva. Nie, ten hluk nerobia zvieratá. Znie to ako ľudské hlasy. Ich krik sa rozlieha po celom lese. Rarášok dokonca presne rozozná jednotlivé vety. „Máš?"" ozýva sa z jednej strany. „Nemám. A ty?"" hlas prichádza z opačnej strany. Ani ja nie. Tak hľadajme ďalej! Tam si sa už díval?"" „Áno, nič tam nie je. Ale skús sa ešte pozrieť tamto!"" Tí ľudia v lese čosi hľadajú. Žeby poklad? To asi nie. Poklady sa totiž dajú nájsť len počas čarovnej svätojánskej noci, keď sa zem otvára, a ten, kto ich chce objaviť, musí mať pri sebe kvet kúzelnej paprade. Čo teda hľadajú? Rarášok Kleofáš opatrne vyzrel z krovia. UŽ ich vidí. Sú piati, ale hluku narobia, akoby ich bolo sto. V rukách majú košíky. Dupocú po lese, každú chvíľu sa zohnú a raz sa pozrú pod jedlu, potom pod smrek, inokedy pod borovicu. Vzápätí znova vykríknu: „Máš?"" Čo sú to za čudáci? Pa hodine ľudia z lesa konečne zmizli a všade sa zas rozhostilo ticho a pokoj. Rarášok sa vrátil do svojho brlôžka, aby dospal sobotňajšie ráno, no len čo sa uložil na lišajníkový vankúšik, zase ho čosi vyrušilo. „Kleofáš!"" vykrikoval ktosi pred vchodom do jeho príbytku. „Kleofáš, pod von, potrebujeme sa s tebou pozhovárať!"" Rarášok si vzdychol, dnes si už asi nezdriemne. Keď vyzrel pred brloh, to, koho tam videl, mu vyrazilo dych. Stáli tam zvieratá z celého lesa a dokonca aj rôzne lesné bytosti. „Kleofáš, musíš s tým niečo urobiť"" začala sojka, ktorá sa tvárila ako lesná hovorkyňa. Už toho máme plné zuby."" Bolo to zvláštne tvrdenie, Keďže všetci vieme, že vtáky zuby nemajú. „O čo ide? spýtal sa rarášok. „Prrredsa tých hubárrrov!"" pridala sa k sojke vrana. „Pobudili mi deti,"" doplnila veverička. „Mňa vyrušili z denného spánku,"" paprčil sa jež a sova s ním mlčky súhlasila. „V lese má byť pokoj. lebo pokoj lieči,"" ozval sa ďateľ, ktorý bol presvedčený o tom, že je lekárom stromov. Tak sa nedá pracovať,"" bobor nahnevane krútil hlavou. „Podupali nám všetky kvety,"" vypočítavali na prstoch lesné víly. To je veru pravda, proti tomu sa nedalo nič namietať. Kleofas bol naozaj v celkom lese najmúdrejší, najšikovnejší a dokcmca aj najstarší. Bol akýmsi strážcom lesa. Z pozície svojej funkcie musí teda tých hlučných hubárov z lesa vyhnať. Nuž, keď sa lesný rarášok zamysli, zamyslí sa s nim aj celý les. Akoby náhle ustal všetok pohyb, Prestane fúkať vietor, na stromoch sa nepohne ani lístok, zimníku vtáky i zvieratá a všetko sa zahalí do hmly. prekážajú aj jemu, Ale ako to urobiť? Rarášok Kleofáš sa zamyslel. Neviem, i ste už niekedy videli premýšľajúceho raráška Mám to!"" zajasal odrazu Kleofáš. Ako to urobíš?"" vyzvedali všetci, no on sa tváril tajomne. Nedeľu ráno zase vytrhol raráška Kleofáša ktorí snorili po lese, aby našli huby, a celý čas pokrikovali: Máš ? Nemám. A ty?"" „Ani ja ešte nemám! Tak hľadaj ďalej!"" Kleofáš vyliezol zo svojho brlôžka a luskol prstami. Lesom preletel závan jeho čarovnej moci a vtedy sa stalo čosi zvláštne. Zo svojich skrýš začali vyliezať huby. huba držala v ruke prútený hubársky košík. To však nebolo všetko, Huby začali rásť a rásť, až boli vysoké ako dospelý človek. Každá dali tie obrovské zubiská. Pýtate sa, načo je hubám hubársky košík? Presne túto otázku si položili aj hubári, Keď zha- Hubári zbadali huby a huby zbadali hubárov. „MÁS?"" zakričal masliak. „Nemám. A ty?"" odpovedala mu bedľa. „Ani ja nie, ale tam nejakého vidím,"" sucho hríb hnedý ukázal na jedného z hubárov."
309;4;P;"Dávno i nedávno, iba toto pred dvetisícšesto rokmi sa narodil chlapec, ktorému dali meno Ezop. Narodil sa na území Turecka a bol grécky otrok - no jeho meno znamená v gréčtine Etiópčan. Čo ak jeho predkovia naozaj pochádzali z ďalekej Etiópie? V rozprávke je možné všetko, nuž mohlo by sa stať aj toto: Kde bolo, tam bolo, bola v Etiópii dedina, do ktorej raz vtrhli zlodeji, čo kradli ľudí. Zmocnili sa Ezopovho deda, uniesli ho do Egypta, z Egypta potom cez more až do Grécka - a tam ho predali do otroctva. Ako otrok sa potom narodil aj Ezopov otec a po ňom aj Ezop. Bohatý Grék, ktorému taký otrok patril, si s ním mohol robiť, čo sa mu zachcelo. Ezopovi sa však pošťastilo, že bol majetkom dobrého pána –a aj on bol dobrým otrokom. Keď vyrástol, nielenže sa nevyhýbal nijakej práci, ale od pánovho starého pisára sa naučil čítať a písať. To, že má Ezop bystrú hlavu, si všimol aj jeho pán, a Keď starý pisár zomrel, urobil pisára z Ezopa. Bol totiž taký zvyk, že aj Keď' páni vedeli písať, Keď chceli niekomu napísať list, nepísali ho sami, ale nadiktovali ho svojmu pisárovi. Všimol si však Ezopov pán, že Ezop využíva na písanie každú voľnú chvíľku. Čo to píšeš, aj Keď ti nič nediktujem?"" opýtal sa ho raz. Ale, len také bájky, mávol rukou Ezop. Aj ja mám rád bájky, prečítaj mi nejakú. Ezop sa nezdráhal a prečítal svojmu pánovi túto bájku."
310;4;P;"Mala raz vrana s bocianom spor, čo je viac: sila a či rozum. „Rozum,"" tvrdil bocian. A veru nie,' nesúhlasila vrana. „Sila je nadovšetko. Veď sa len pozri na takého byvola. Čo chce, to dokáže. A pretože je silný, každý si ho aj váži. Nechcelo sa bocianovi ďalej hádať s vranou, nuž iba mávol krídlom a pobral sa po svojom. O pár dní ju však stretol znova. Nuž ako, kmotra? pýta sa jej. . Uvažovala si o tom našom spore?"" Ech, daj pokoj,"" vraví vrana rozmrzene. „Mám ja teraz inú starosť. Inú? čuduje sa bocian. Akú? Smädná som,"" hovorí vrana skormútene. A vody nikde. Iba tu hla,"" ukazuje na hlboký džbán, „ako na protiveň je trochu na dne. Ale čože mám z toho, Keď tam nedočiahnem. Práve vtedy šiel okolo byvol a počul, čo hovorí vrana. „Ľahká pomoc,"" vraví. „Džbán rozbijem a ty sa napiješ. „Hlupák!"" rozhnevala sa vrana. „Len čo to urobíš, voda mi vsiakne do zeme. Vtom podišiel k džbánu bocian a začal doň zobákom púšťať malé kamienky. A ty že čo stváraš? rozhnevala sa vrana ešte väčšmi než prv. Veď ma o tú vodu načisto pripravíš!"" Len vydrž vraví bocian pokojne a ďalej hádže do džbána kamienok za kamienkom. A ako to robí, voda v džbáne stúpa vyššie a vyššie, takže o chvíľu si už môže vrana uhasiť svoj smäd. . „A teraz, kmotra,"" vraví bocian, Keď sa vrana napila, mali by sme dokončiť náš spor."" Spor?"" nechce chápať vrana. A aký?"" Nuž, čo je viac: rozum a i sila?"
311;4;B;"Dvaja vrabci hrabali na hnoji, dokiaľ zrnce nenašli, v pokoji; potom však, že hladní boli oba, začala sa medzi nima zloba. Tu vo rvavej prudkosti ich hádky vyjde pravé kohút zo záhradky, ktorý hneďky od obojej strany za súdcu bol v rozepri pozvaný. Priblížiac sa teda vážnym krokom, prehltol zrniečko pred výrokom Vrabci škrek; lez kohút nahnevaný tou naukou skarhal obe strany: Kde nedajú stránky shode miesta, víťazstvo tam tretiemu sa chystá Dva vrabčiaky hrabali na hnoji. Kým nenašli zrnko, žili si v pokoji. Potom však, Keďže hladní boli oba, A tu, práve počas prudkej hádky vyšiel hrdo kohút zo záhradky. Vo chvíli bol oboma vrabcami rozsúdiť spor úctivo pozvaný. Priblížil sa teda vážnym krokom zhltol zrnko ešte pred výrokom. Vabce skríkli! No kohút nasrdene takto vysmial nespokojné strany: Kde dvaja dohode nevedia dať miesta tam pre tretieho víťazstvo sa chystá."
312;4;B;Železný hrniec navrhol kamarátovi z hliny: Poznáš len našu pec a stôl. Pod so mnou do dediny! Hlinený múdro vraví: Doma som aspoň zdravý. Ťažko by si ma presvedčil, že vonku budem v bezpečí, veď stačí malá nárast a rozletím sa naraz ! Ty chod, Keď nemáš pokoja. Si odolnejší ako ja! Zbytočne strachom trnieš aj keď si krehký hrniec! Železný priateľ namietol. Pred každým tvrdým predmetom budem ťa chrániť smelo, hoci aj vlastným telom! Tým hrniec z hliny presvedčil a ten s nim ide bez rečí. Priatelia, každý iný, krivkajú do dediny, podchvíľou sáču do seba ťarbavo bez príčiny. Nuž ďalej vravieť netreba železný spravil z hlineného samé črepy ten už darmo horekuje: Kto ma zlepí ? Múdry hneď z toho pochopí: So seberovnými sa dajme dokopy. Inak nás, ľudia slepí, odrazu  budú črepy.
313;4;P;Dobré ráno! Dobré ráno. Čakáš na orloj? Prišiel si neskoro. Pred chvíľou bolo šesť. Bývam neďaleko, stále počúvam, ako odbíja. Ale to nič. O hodinu sa znovu ukáže. Ak máš Čas, tak počkaj. Je krásny Neprišiel som kvôli tomu. Prečo si tak zavčasu na Starom námestí? Mohol si ešte spať. Mám rád ráno. I ja skoro vstávam. So svitaním. Ani budík nepotrebujem. Viem, ako čas ide. Ako? (S povzdychom. ) Mne ž pomaly. Ale ostatní ho nikdy nemajú dosť. Určite sa aj ty niekam ponáhľaš. Prečo si to myslíš? Každý sa ponáhľa. Aj ty máš Moje hodinky sa neponáhľajú. na krku hodinky, aby si Idú presne? Nikdy nezastanú. Ani náš orloj ešte nikdy nezastal. Viem. (Dostane nápad. ) Keď' máš dosť času, mohol by si mi pomôcť. Čo potrebuješ? Chcela by som vyniesť palmu na námestie. Čože? A prečo? Aby ju ľudia videli. Možno ju niekto kúpi. Tak, pomôžeš mi? Kde bývaš? Pri radnici. V najmenšom domčeku v meste. Dobre. niečo nezmeškal. Kam s tým? (Posadí sa na šamlík, ukáže pred seba. ) Sem. Tak, aby ju bolo dobre vidieť. postaví palmu na zem. (Prezerá si palmu. ) Obráť ju, z druhej strany vyzerá lepšie. Alebo sa ti nezdá? (Odstúpi bokom. ) Je pekná. Prečo ju chceš predať? Musím. Videl si môj dom. Na šírku má len dva a pol kroka a na dĺžku o krok viac. Vmestíš sa doň len tak-tak. Mne už veľa netreba. Ale teraz budem mať narodeniny a chcem upiecť tú najväčšiu tortu v mojom živote. A palma? Musím sa rozhodnúť: palma alebo torta. Obidve nemôžem mat. Veľká torta a palma sú príliš veľké veci do malého domu. Torta sa zje a palma ti bude chýbať!. Nie. Tortu chystám pre vnukov. Mám sedemdesiatsedem... Vnukov? Ale čoby! Rokov. Za ten čas sa orloj mnohokrát otočil. Nech sa len točí! Budeš tu čakať? Hádam sa mi podarí palmu predať. Upiekla by som takú tortu! Počúvaj, už bolo šesť? Áno. Fíha! Už som mal byť na Plagátovom námestí. (Pre seba. ) Meškáš, Dodo, meškáš! Čo hovoríš? Teba sa to netýka. (Lepí plagáty na reklamný stlp. ) Namažem, priložím, vyrovnám... Namažem, priložím, vyrovnám.. Bieleho slona si nalepil krivo! Naozaj?! A čo ta do toho? Robím rýchlo, robím dobre! Pekný plagát. Ako všetky. Lepíš plagáty po celom meste? Čo si! Len vo svojom obvode. Na Starom, Okrúhlom a Plagátovom námestí. Aj tak mám čo robiť, aby som to všetko stihol! Vieš, koľko plagátov musím vylepiť? Koľko? Čo ja viem? Nemám čas ich počítať. Aj tak je to pekné. Ty sa prvý dozvieš, že príde do mesta cirkus alebo kolotoč. Nestarám sa o to! Nikdy si neprečítaš plagáty? Nikdy. Nemám čas. Ako ich potom môžeš lepiť? (Predvádza mu to, mechanicky nalepuje plagáty. ) Takto. Namažem.. Vyrovnám. Zasa lepíš nakrivo! Čo ti je nakrivo? Plagát s bielym koníkom. Nezavadzaj! Ešte musím nalepiť' tento. Je na ňom biely vtáčik. Slon, kôň alebo vták. Mne je to jedno.
314;4;P;"Lialo ako z krhly, a tak som vbehol do akejsi budovy. Pozriem lepšie - a ha! Veď' som v divadle! Krátim si teda čakanie čítaním programu, Keď sa zrazu 2a mojím chrbtom vynorí veľkolepá dáma s obrovským účesom: slávna operná speváčka Violetta Rizzi Pizzi! A hneď sa ma pýta, či poznám operu! No uznajte, kto by ju poznal?! Smutne sa usínala a ťahá ma i sebou: „Ty budeš počúvať a ja rozprávať Takto sa začalo naše spoločné dobrodružstvo. Ako dostať operu do divadla? zopakovala Violetta Rizzi Pizzi moju otázku, ktorú som si len pomyslel. „No predsa tadiaľto,"" a ukázala prstom na zadný vchod do divadla. „To je také jednoduché? Práveže vôbec! Do divadla sa len tak hocikto nedostane. Pozri sa tam k tomu okienku. Zodvihol som hlavu a zbadal zamračený pohlaď naježeného pána, ktorý si ma prezeral od hlavy až o paty a nepríjemne sa mračí! „To je vrátnik Rudo. Pusti do divadla len toho, kto má operu rád."" Chvíľku sme pozorovali, ako okolo Ruda vchádza do divadla celá hŕba ľudí. Niektorí šli len tak, naľahko, iní so sebou niesli kufre a kufríky. Ktovie, o v nich mali, ale vrátnik Rudo to určite vedel, lebo ich pustil. Pozrel som sa na Violettu. To sú hudobníci a nesú si hudobné nástroje,"" odpovedala na nepoloženú otázku speváčka. Naozaj je potrebných toľko ľudí, aby sa opera dostala do divadla?"" spýtal som sa. Podľa mňa by stačil klavír a speváci!"" No len čo som to povedal, Violetta Rizzi Pizzi zmizla. A Keď hovorím, že zmizla, tak nemyslím, že rýchlo odcupotala, ale ona sa predo mnou normálne rozplynula. Po chvíli SA rovnakým spôsobom objavila a strčila mi do ruky tácku, na ktorej sa kotúľalo niekoľko vajec, múka, cukor, maslo. „Dobrú chuť, ochutnaj túto fantastickú bábovku!"" povedala Violetta. Zdesene som sa na ňu pozrel. Neboj sa, nepreskočilo mi. Len ti chcem ukázať, že opera nie je len klavír a speváci. Z toho, čo je na tácke, môže byt výborná bábovka. Ale najskôr treba urobiť cesto, potom ho musíš strčiť do rúry, u až Keď' sa upečie, bude to pochúťka. A tak je to aj s operou. Máš pravdu, klavirista hrá, speváci spievajú. Ty si môžeš pochutiť na múke a dať si k tomu vajce ale ešte to nie je bábovka. Aj opera sa musí upiecť aby bola chutná a voňavá! Rozumieš? Chvíľu som, samozrejme, vyzeral, ako keby som ničomu nerozumel, a pri predstave, že by som mal jesť surové vajce, ma striaslo, Wioletta sa usmiala. Ukázala prstom na tácku. Žiadna muka, žiadne vajíčka! Na tácke trónila krásna, voňavá, ešte teplá bábovka. Samozrejme, že sme ju hneď aj zjedli. Uslo sa kúsok aj vrátnikovi Rudovi, nech sa toľko nemračí. Ako teda dostať operu na javisko? Kto to zariadi? V prvom rade je to režisér alebo režisérka. m najlepšom prípade by to mal byt človek, čo všetko. Vie ako opera bude vyzerať, kto, kedy, prečo a hlavne čo bude na javisku robiť. Režisér sa vlastne stará o to, čo diváci budú vidieť, musí spolupracovať dirigentom, ktorý sa zase stará o to, čo diváci budú počuť. Dirigent má na starosti orchester a spevákov. Režisér a dirigent si na pomoc zavolajú dramaturga. Dramaturg je človek, ktorý vie v knihách nájsť všetky dôležité informácie, ktoré režisér potrebuje, a aj vyberie dielo, ktoré sa bude v divadle hrať. Všetci traja sa zamyslia a rozhodnú, ktorí speváci budú V opere hrať a spievať. Potom sa režisér stretne s výtvarníkom alebo výtvarníčkou. V divadle je to scénograf alebo scénografka. Režisér výtvarníkom porozpráva a svojej predstave a oni nakreslia, ako by mohla vyzerať scéna na javisku a kostýmy, ktoré budú mat speváci oblečené. Ak sa to všetkým páči, výtvarníci odnesú svoje kresby do divadelných dielní, kde sa začne vyrábať scéna a šiť kostýmy. Kým zamestnanci v dielňach usilovne pacujú, speváci sa učia svoje úlohy. Niečo sa naučia doma, ale hlavne chodia do divadla na korepetície. Korepetícia je skúška, na ktorej speváka sprevádza na klavíri korepetítorka alebo korepetítor. Korepetítori dávajú pozor na to, aby speváci správne a dobre zaspievali všetko, čo je v notách. Za ten čas ani dirigent neleňoší. Skúša s orchestrom celú operu. Od začiatku až do konca. Ak v opere bude spievať zbor, aj ten sa učí a skúša. To má na starosti zbormajster. tB Dáva pozor, aby všetci speváci a speváčky v zbore spievali správne a naraz. Veľmi často sa v opere aj tancuje. Je ešte dosť času vymyslieť pre tanečníkov zaujímavé tance. O to sa postará choreograf. Tance s tanečníkmi naskúša v baletmej sále. V dielňach sa stále šije a vyrába. Keď už speváci vedia zaspievať všetko, čo majú, začína sa skúšať na skúšobnom javisku. To znamená, že režisér všetkým vysvetlí, čo majú robiť, odkiaľ a kam majú prísť a čo si majú myslieť. Niekedy to spevákom aj ukáže. Nie vždy to ide ľahko a na prvýkrát, a tak sa stáva, že režisér sa chytá za hlavu alebo krič. Pritrafí sa tiež, že strhá vlasy, ak nejaké má. Ale to patrí k divadlu a k opere. Na skúšobnom javisku ešte nie sú žiadne kulisy ani kostýmy. Veď tie sú predsa ešte stále vyrábajú! Na skúšky chodia aj korepetítori a dirigent. Keď je scéna konečne hotová, prevezú ju nákladnými autami do divadla. Postavia ju na javisku a režisér a scénograf sa prídu pozrieť, či je všetko tak, ako má byt. Ak sú všetci spokojní, môže sa začať svetelná skúška. Keď sú kostýmy hotové, celá opera sa odohrá na javisku aj v kostýmoch. Je to kostýmová skúška, na ktorej si speváci a speváčky povedia, kde ich čo škrtí, kde treba prišiť gombík, skrátiť rukáv. Je ešte dosť času upraviť celý kostým. Ale pozor. UŽ je čas na generálne skúšky, čiže generálky. Žiadneho generála sa nedočkáte. Je to názov pre tie najdôležitejšie skúšky. Predstavenie sa odohrá na javisku v kostýmoch aj so svetlami, s baletom, so zborom a s orchestrom. Ešte stále môže režisér alebo dirigent predstavenie zastaviť a povedať, čo bolo zlé, alebo sa nejaká časť môže zopakovať. Niekedy sa na takúto hlavnú skúšku zavolajú prví diváci. Je to verejná generál- ka, tak je tu stále možnosť predstavenie zastaviť a opraviť to, čo sa nepodarí. Ale potom prichádza deň Keď všetko musí ísť tak ako má! Je tu premiéra. Čiže prvé uvedenie pred divákmi. Na premiéru prichádzajú pozvaní hostia, kritici a diváci, ktorí sú veľmi zvedaví na to, čo sa neskúšalo. Predstavenie má slávnostnú atmosféru. Ako to len dopadne? Dnes sa ukáže, či režisér a dirigent všetko pripravili ako mali, či speváci a hudobníci urobili všetko preto, aby sa opera divákom páčila."
315;4;P;Prechádza sa po pred scéne, u ruke má škatuľku s keksíkmi, podchvíľou do nej siahne, hovorí s plnými ústami. Keď tak o tom premýšľame, stále si to neviem vysvetliť. Bolo to naozaj neobyčajné stretnutie. Raz v noci... Aby ste vedeli, väčšinou svoje knihy píšem v noci, pretože cez deň sa pre iné povinnosti na tvorbu nedokážem sústrediť. (Znovu si uloží keksík do úst, zarazí sa. A áno, napchávam sa pritom keksami alebo inými sladkosťami. Bez toho by som asi nenapísal ani riadok. (Znovu sa zarazí, siahne do škatuľky, ale keks vráti spať. Sadne si k stolu, díva sa do otvoreného notebooku. ) Ale pekne po poriadku! Teda, možno sa už blažilo k polnoci, Keď mi z ničoho nič zamrzol počítač. Rozumiete, ako to myslím. Nech som stisol akýkoľvek kláves, na obrazovke sa nezobrazil ani ťuk! Žiadne písmeno. Ani bodka. Ani otáznik. Odrazu ma premokol chlad spoza chrbta sa mi ozval chlapčenský hlas. (Vynorí sa z tmy. ) Prosím, vieš mi povedať, čo bude POTOM? (Prekvapene zíza na chlapca. ) kedy.. potom? Potom! Keď už budem veľký. Dospelý. Alebo starý... ako si ty. (Vstane od stola. ) Teda prepáč! (Cúvne. ) Nechcel som ta uraziť. (Usmeje sa. ) Máš pravdu. Veď' už mám sedemdesiat. Naozaj? (Osmelí sa, hrdo. ) A ja už mám sedem! Fiha! Už sedem?! A kto vlastne si? Kde si sa tu vzal? (V rozpakoch. ) Ja.. ja vlastne neviem. (Opäť si sadne na stoličku, nakloní sa k chlapcovi. ) Vieš čo?! Pripomína mi to stretnutie Malého princa s letom. Z ničoho nič sa pri ňom objavil a poprosil ho, aby mu nakreslil baránka. (Prikývne. ) Viem, tú knihu mi číta mama. A je tam aj ruža a líška. (Zamysli sa. ) Mhm... a má ten Malý princ inšpiroval k napísaniu knihy Malá princezná. Ona sa však objavila pokazenom výťahu a chcela, aby som jej stisol deviatku. Nemohla na ju dočiahnuť, bola privysoko. (Nesmelo) Takú knihu nepoznám. Iba Malého princa. V poriadku. (Roztržito. ) Čo si to vlastne odo mňa chcel? No... či mi vieš povedať. o bude POTOM. Možno, Keď budem mat toľko rokov ako ty. (S povzdychom. ) Môj malý! (Začne nahlas premýšľať. ) Čo bude POTOM.. to je za PLOTOM. Plotom takým vysokým, že človek cezeň nič nevidí. Je to totiž neobyčajný plot. Rastie spolu s tebou. Ak- by si, napríklad, vyrástol o sedem centimetrov, tak aj ten plot vyrastie rovnako. (Rozosmeje sa. ) Namýšľaš si! Nechceš mi to povedať. (Mechanicky začne ťukať do klávesnice. Nervózne. ) Stále nič! NIČ! (Obráti sa znovu k chlapcovi, láskavo. ) Som predsa spisovateľ. Musím si vymýšľať inak by som si nezarobil ani na tieto sušienky. (Zvedavo nazrie do škatuľky. ) Aké sú? Kokosové. Chceš ich ochutnať? (Prikývne, veziem si od Jána celú škatuľku a pusti sa do keksov. Hovorí plnými ústami. ) Kokosové mám najradšej. (Pozoruje ho. ) Vidím, napchávaš sa nimi presne ako ja. Ako sa voláš? Janko. Janko. Ja som Ján. A vieš aj, v ktorom roku si sa narodil? (Cez keksy v ústach, s dorazom. ) Mhm.. tisíc devätsto pätdesiatpät. A nebodaj v októbri. Áno. Dvadsiateho deviateho. (Prikývne, zmierený) Aha, no tak potom ti môžem povedať, čo bude POTOM, Keď budeš starý ako ja. Prežiješ krásny život spisovateľa. Napíšeš mnoho rozprávkových hier a kníh pre deti. Budeš mať rád zvieratá, prírodu, kvety. a... (Po chvíli ticha. ) A neskôr ta budú trápiť všelijaké hlúpe choroby. Každým dňom budeš väčšmi a väčšmi zabúdať, no... (Vezme si zo škatuľky jednu sušienku, hodí si ju rýchlo do úst, rozkašle sa, akoby mu zabehla do krku. ) No.. kokosové sušienky ti budú chutiť rovnako... ako teraz, Keď máš sedem, (Zmierený. ) No a potom... potom jedného dňa zistíš, že tvoj PLOT už prestal s tebou rásť. Čas sa zastaví a ty konečne môžeš s údivom nahliadnuť, čo je za ním. Naozaj? A povieš mi to, prosím? (S úsmevom. ) Nie... Môžeš si však byt istý, že každý človek sa to raz dozvie. Ale... až POTOM.
